full_text,case_folding,tokens,normalized,stopword_removal,stemming
Ternyata Indonesia akan punya SWF yaitu Danantara Total SWF Indonesia ini info nya bernilai B Moga Danantara ini akan menyisihkan sebagian alokasi dana nya untuk beli Bitcoin,ternyata indonesia akan punya swf yaitu danantara total swf indonesia ini info nya bernilai b moga danantara ini akan menyisihkan sebagian alokasi dana nya untuk beli bitcoin,"['ternyata', 'indonesia', 'akan', 'punya', 'swf', 'yaitu', 'danantara', 'total', 'swf', 'indonesia', 'ini', 'info', 'nya', 'bernilai', 'b', 'moga', 'danantara', 'ini', 'akan', 'menyisihkan', 'sebagian', 'alokasi', 'dana', 'nya', 'untuk', 'beli', 'bitcoin']","['ternyata', 'indonesia', 'akan', 'punya', 'swf', 'yaitu', 'danantara', 'total', 'swf', 'indonesia', 'ini', 'info', 'nya', 'bernilai', 'b', 'moga', 'danantara', 'ini', 'akan', 'menyisihkan', 'sebagian', 'alokasi', 'dana', 'nya', 'untuk', 'beli', 'bitcoin']","['indonesia', 'swf', 'danantara', 'total', 'swf', 'indonesia', 'info', 'nya', 'bernilai', 'b', 'moga', 'danantara', 'menyisihkan', 'alokasi', 'dana', 'nya', 'beli', 'bitcoin']","['indonesia', 'swf', 'danantara', 'total', 'swf', 'indonesia', 'info', 'nya', 'nila', 'b', 'moga', 'danantara', 'sisih', 'alokasi', 'dana', 'nya', 'beli', 'bitcoin']"
Teknologi Zero Knowledge skrg mulai dikembangkan dan diimplementasikan di crypto Tapi ternyata konsep dari Zero Knowledge ini sudah ada sejak puluhan tahun yg lalu Bahkan tahun yg lalu Hal Finney salah seorang tokoh legendaris Bitcoin sudah mengajarkan Zero Knowledge,teknologi zero knowledge skrg mulai dikembangkan dan diimplementasikan di crypto tapi ternyata konsep dari zero knowledge ini sudah ada sejak puluhan tahun yg lalu bahkan tahun yg lalu hal finney salah seorang tokoh legendaris bitcoin sudah mengajarkan zero knowledge,"['teknologi', 'zero', 'knowledge', 'skrg', 'mulai', 'dikembangkan', 'dan', 'diimplementasikan', 'di', 'crypto', 'tapi', 'ternyata', 'konsep', 'dari', 'zero', 'knowledge', 'ini', 'sudah', 'ada', 'sejak', 'puluhan', 'tahun', 'yg', 'lalu', 'bahkan', 'tahun', 'yg', 'lalu', 'hal', 'finney', 'salah', 'seorang', 'tokoh', 'legendaris', 'bitcoin', 'sudah', 'mengajarkan', 'zero', 'knowledge']","['teknologi', 'zero', 'knowledge', 'sekarang', 'mulai', 'dikembangkan', 'dan', 'diimplementasikan', 'di', 'crypto', 'tapi', 'ternyata', 'konsep', 'dari', 'zero', 'knowledge', 'ini', 'sudah', 'ada', 'sejak', 'puluhan', 'tahun', 'yang', 'lalu', 'bahkan', 'tahun', 'yang', 'lalu', 'hal', 'finney', 'salah', 'seorang', 'tokoh', 'legendaris', 'bitcoin', 'sudah', 'mengajarkan', 'zero', 'knowledge']","['teknologi', 'zero', 'knowledge', 'dikembangkan', 'diimplementasikan', 'crypto', 'konsep', 'zero', 'knowledge', 'puluhan', 'finney', 'salah', 'tokoh', 'legendaris', 'bitcoin', 'mengajarkan', 'zero', 'knowledge']","['teknologi', 'zero', 'knowledge', 'kembang', 'implementasi', 'crypto', 'konsep', 'zero', 'knowledge', 'puluh', 'finney', 'salah', 'tokoh', 'legendaris', 'bitcoin', 'ajar', 'zero', 'knowledge']"
Amazon wenyewe wapo huku wanafanya Biashara zao Kama kawaida unaagiza mzigo na unakufikia bila tatizo Bitcoin ndiyo pesa zinazotumika huku utaweza ukafanya miamala kwa PayPal n k Tatizo litaanzia hapa pale umekubaliana na mtu apeane kitu flani either ni passport au ni,amazon wenyewe wapo huku wanafanya biashara zao kama kawaida unaagiza mzigo na unakufikia bila tatizo bitcoin ndiyo pesa zinazotumika huku utaweza ukafanya miamala kwa paypal n k tatizo litaanzia hapa pale umekubaliana na mtu apeane kitu flani either ni passport au ni,"['amazon', 'wenyewe', 'wapo', 'huku', 'wanafanya', 'biashara', 'zao', 'kama', 'kawaida', 'unaagiza', 'mzigo', 'na', 'unakufikia', 'bila', 'tatizo', 'bitcoin', 'ndiyo', 'pesa', 'zinazotumika', 'huku', 'utaweza', 'ukafanya', 'miamala', 'kwa', 'paypal', 'n', 'k', 'tatizo', 'litaanzia', 'hapa', 'pale', 'umekubaliana', 'na', 'mtu', 'apeane', 'kitu', 'flani', 'either', 'ni', 'passport', 'au', 'ni']","['amazon', 'wenyewe', 'wapo', 'huku', 'wanafanya', 'biashara', 'zao', 'kama', 'kawaida', 'unaagiza', 'mzigo', 'nya', 'unakufikia', 'bila', 'tatizo', 'bitcoin', 'ndiyo', 'pesa', 'zinazotumika', 'huku', 'utaweza', 'ukafanya', 'miamala', 'kwa', 'paypal', 'n', 'ke', 'tatizo', 'litaanzia', 'hapa', 'pale', 'umekubaliana', 'nya', 'mtu', 'apeane', 'kitu', 'flani', 'either', 'nih', 'passport', 'au', 'nih']","['amazon', 'wenyewe', 'wapo', 'huku', 'wanafanya', 'biashara', 'zao', 'kama', 'kawaida', 'unaagiza', 'mzigo', 'nya', 'unakufikia', 'tatizo', 'bitcoin', 'ndiyo', 'pesa', 'zinazotumika', 'huku', 'utaweza', 'ukafanya', 'miamala', 'kwa', 'paypal', 'n', 'tatizo', 'litaanzia', 'hapa', 'pale', 'umekubaliana', 'nya', 'mtu', 'apeane', 'kitu', 'flani', 'either', 'nih', 'passport', 'au', 'nih']","['amazon', 'wenyewe', 'wapo', 'huku', 'wanafanya', 'biashara', 'zao', 'kama', 'kawaida', 'unaagiza', 'mzigo', 'nya', 'unakufikia', 'tatizo', 'bitcoin', 'ndiyo', 'pesa', 'zinazotumika', 'huku', 'utaweza', 'ukafanya', 'miamala', 'kwa', 'paypal', 'n', 'tatizo', 'litaanzia', 'hapa', 'pale', 'umekubaliana', 'nya', 'mtu', 'apeane', 'kitu', 'flani', 'either', 'nih', 'passport', 'au', 'nih']"
Kapan Bitcoin pump lagi,kapan bitcoin pump lagi,"['kapan', 'bitcoin', 'pump', 'lagi']","['kapan', 'bitcoin', 'pump', 'lagi']","['bitcoin', 'pump']","['bitcoin', 'pump']"
Pengumuman pengumuman Harga Bitcoin hari ini adalah Rp Miliar loh Yuk cek pergerakan Bitcoin sekarang di,pengumuman pengumuman harga bitcoin hari ini adalah rp miliar loh yuk cek pergerakan bitcoin sekarang di,"['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin']","['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']"
JumpmanJLow bearish tek broo,jumpmanjlow bearish tek broo,"['jumpmanjlow', 'bearish', 'tek', 'broo']","['jumpmanjlow', 'bearish', 'tek', 'broo']","['jumpmanjlow', 'bearish', 'tek', 'broo']","['jumpmanjlow', 'bearish', 'tek', 'broo']"
IKAGI s Calendar July th BTC,ikagi s calendar july th btc,"['ikagi', 's', 'calendar', 'july', 'th', 'btc']","['ikagi', 'si', 'calendar', 'july', 'tahu', 'btc']","['ikagi', 'si', 'calendar', 'july', 'btc']","['ikagi', 'si', 'calendar', 'july', 'btc']"
GM Gang,gm gang,"['gm', 'gang']","['gm', 'gang']","['gm', 'gang']","['gm', 'gang']"
Cinta itu seperti Bitcoin makin disimpan makin berharga Tapi kali ini aku nggak nyimpen sendiri seperti janji aku kemarin aku mau bagi Rp buat orang Comment quotes atau pantun terbaik kalian di sini bikin yang baca luluh,cinta itu seperti bitcoin makin disimpan makin berharga tapi kali ini aku nggak nyimpen sendiri seperti janji aku kemarin aku mau bagi rp buat orang comment quotes atau pantun terbaik kalian di sini bikin yang baca luluh,"['cinta', 'itu', 'seperti', 'bitcoin', 'makin', 'disimpan', 'makin', 'berharga', 'tapi', 'kali', 'ini', 'aku', 'nggak', 'nyimpen', 'sendiri', 'seperti', 'janji', 'aku', 'kemarin', 'aku', 'mau', 'bagi', 'rp', 'buat', 'orang', 'comment', 'quotes', 'atau', 'pantun', 'terbaik', 'kalian', 'di', 'sini', 'bikin', 'yang', 'baca', 'luluh']","['cinta', 'itu', 'seperti', 'bitcoin', 'makin', 'disimpan', 'makin', 'berharga', 'tapi', 'kali', 'ini', 'aku', 'enggak', 'menyimpan', 'sendiri', 'seperti', 'janji', 'aku', 'kemarin', 'aku', 'mau', 'bagi', 'rp', 'buat', 'orang', 'comment', 'quotes', 'atau', 'pantun', 'terbaik', 'kalian', 'di', 'sini', 'bikin', 'yang', 'baca', 'luluh']","['cinta', 'bitcoin', 'disimpan', 'berharga', 'kali', 'menyimpan', 'janji', 'kemarin', 'rp', 'orang', 'comment', 'quotes', 'pantun', 'terbaik', 'bikin', 'baca', 'luluh']","['cinta', 'bitcoin', 'simpan', 'harga', 'kali', 'simpan', 'janji', 'kemarin', 'rp', 'orang', 'comment', 'quotes', 'pantun', 'baik', 'bikin', 'baca', 'luluh']"
send it senpai nms on btc bitcoin memecoins,send it senpai nms on btc bitcoin memecoins,"['send', 'it', 'senpai', 'nms', 'on', 'btc', 'bitcoin', 'memecoins']","['send', 'itu', 'senpai', 'nms', 'on', 'btc', 'bitcoin', 'memecoins']","['send', 'senpai', 'nms', 'btc', 'bitcoin', 'memecoins']","['send', 'senpai', 'nms', 'btc', 'bitcoin', 'memecoins']"
Artikel Tren Bitcoin minggu depan Februari sudah keluar Klik Judulnya waktunya TP TP Saya buat trakteer ini seperti drama Korea supaya kita semua kecanduan Padahal belum tentu judulnya bener Clickbait ajah itu Analisa saya sering banget,artikel tren bitcoin minggu depan februari sudah keluar klik judulnya waktunya tp tp saya buat trakteer ini seperti drama korea supaya kita semua kecanduan padahal belum tentu judulnya bener clickbait ajah itu analisa saya sering banget,"['artikel', 'tren', 'bitcoin', 'minggu', 'depan', 'februari', 'sudah', 'keluar', 'klik', 'judulnya', 'waktunya', 'tp', 'tp', 'saya', 'buat', 'trakteer', 'ini', 'seperti', 'drama', 'korea', 'supaya', 'kita', 'semua', 'kecanduan', 'padahal', 'belum', 'tentu', 'judulnya', 'bener', 'clickbait', 'ajah', 'itu', 'analisa', 'saya', 'sering', 'banget']","['artikel', 'tren', 'bitcoin', 'minggu', 'depan', 'februari', 'sudah', 'keluar', 'klik', 'judulnya', 'waktunya', 'tapi', 'tapi', 'saya', 'buat', 'trakteer', 'ini', 'seperti', 'drama', 'korea', 'supaya', 'kita', 'semua', 'kecanduan', 'padahal', 'belum', 'tentu', 'judulnya', 'benar', 'clickbait', 'saja', 'itu', 'analisa', 'saya', 'sering', 'banget']","['artikel', 'tren', 'bitcoin', 'minggu', 'februari', 'klik', 'judulnya', 'trakteer', 'drama', 'korea', 'kecanduan', 'judulnya', 'clickbait', 'analisa', 'banget']","['artikel', 'tren', 'bitcoin', 'minggu', 'februari', 'klik', 'judul', 'trakteer', 'drama', 'korea', 'candu', 'judul', 'clickbait', 'analisa', 'banget']"
Kalau Satoshi adalah perancang Bitcoin kali ini ada Wladimir yang jagain Bitcoin Tapi sekarang dia menghilang Coba lihat deh,kalau satoshi adalah perancang bitcoin kali ini ada wladimir yang jagain bitcoin tapi sekarang dia menghilang coba lihat deh,"['kalau', 'satoshi', 'adalah', 'perancang', 'bitcoin', 'kali', 'ini', 'ada', 'wladimir', 'yang', 'jagain', 'bitcoin', 'tapi', 'sekarang', 'dia', 'menghilang', 'coba', 'lihat', 'deh']","['kalau', 'satoshi', 'adalah', 'perancang', 'bitcoin', 'kali', 'ini', 'ada', 'wladimir', 'yang', 'menjaga', 'bitcoin', 'tapi', 'sekarang', 'dia', 'menghilang', 'coba', 'lihat', 'deh']","['satoshi', 'perancang', 'bitcoin', 'kali', 'wladimir', 'menjaga', 'bitcoin', 'menghilang', 'coba', 'lihat', 'deh']","['satoshi', 'ancang', 'bitcoin', 'kali', 'wladimir', 'jaga', 'bitcoin', 'hilang', 'coba', 'lihat', 'deh']"
UPDATE Pencarian hard wallet Bitcoin milik James Howells masih terus berlanjut Pria yang kehilangan hard wallet berisi Bitcoin BTC itu kini tertarik membeli lokasi tempat sampah yang menjadi lokasi terakhir wallet tersebut,update pencarian hard wallet bitcoin milik james howells masih terus berlanjut pria yang kehilangan hard wallet berisi bitcoin btc itu kini tertarik membeli lokasi tempat sampah yang menjadi lokasi terakhir wallet tersebut,"['update', 'pencarian', 'hard', 'wallet', 'bitcoin', 'milik', 'james', 'howells', 'masih', 'terus', 'berlanjut', 'pria', 'yang', 'kehilangan', 'hard', 'wallet', 'berisi', 'bitcoin', 'btc', 'itu', 'kini', 'tertarik', 'membeli', 'lokasi', 'tempat', 'sampah', 'yang', 'menjadi', 'lokasi', 'terakhir', 'wallet', 'tersebut']","['update', 'pencarian', 'hard', 'wallet', 'bitcoin', 'milik', 'james', 'howells', 'masih', 'terus', 'berlanjut', 'pria', 'yang', 'kehilangan', 'hard', 'wallet', 'berisi', 'bitcoin', 'btc', 'itu', 'kini', 'tertarik', 'membeli', 'lokasi', 'tempat', 'sampah', 'yang', 'menjadi', 'lokasi', 'terakhir', 'wallet', 'tersebut']","['update', 'pencarian', 'hard', 'wallet', 'bitcoin', 'milik', 'james', 'howells', 'berlanjut', 'pria', 'kehilangan', 'hard', 'wallet', 'berisi', 'bitcoin', 'btc', 'tertarik', 'membeli', 'lokasi', 'sampah', 'lokasi', 'wallet']","['update', 'cari', 'hard', 'wallet', 'bitcoin', 'milik', 'james', 'howells', 'lanjut', 'pria', 'hilang', 'hard', 'wallet', 'isi', 'bitcoin', 'btc', 'tarik', 'beli', 'lokasi', 'sampah', 'lokasi', 'wallet']"
Jika ini beneran terjadi Fix Pi akan menyalip marketcap Bitcoin,jika ini beneran terjadi fix pi akan menyalip marketcap bitcoin,"['jika', 'ini', 'beneran', 'terjadi', 'fix', 'pi', 'akan', 'menyalip', 'marketcap', 'bitcoin']","['jika', 'ini', 'benaran', 'terjadi', 'fix', 'tapi', 'akan', 'menyalip', 'marketcap', 'bitcoin']","['benaran', 'fix', 'menyalip', 'marketcap', 'bitcoin']","['benar', 'fix', 'salip', 'marketcap', 'bitcoin']"
LP BURN,lp burn,"['lp', 'burn']","['lp', 'burn']","['lp', 'burn']","['lp', 'burn']"
Pengumuman pengumuman Harga Bitcoin hari ini adalah Rp Miliar loh Yuk cek pergerakan Bitcoin sekarang di,pengumuman pengumuman harga bitcoin hari ini adalah rp miliar loh yuk cek pergerakan bitcoin sekarang di,"['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin']","['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']"
FAKTA MENARIK Pada tahun situs web ini membagikan Bitcoin secara gratis kepada setiap pengunjung Hari ini BTC setara dengan Rp miliar,fakta menarik pada tahun situs web ini membagikan bitcoin secara gratis kepada setiap pengunjung hari ini btc setara dengan rp miliar,"['fakta', 'menarik', 'pada', 'tahun', 'situs', 'web', 'ini', 'membagikan', 'bitcoin', 'secara', 'gratis', 'kepada', 'setiap', 'pengunjung', 'hari', 'ini', 'btc', 'setara', 'dengan', 'rp', 'miliar']","['fakta', 'menarik', 'pada', 'tahun', 'situs', 'web', 'ini', 'membagikan', 'bitcoin', 'secara', 'gratis', 'kepada', 'setiap', 'pengunjung', 'hari', 'ini', 'btc', 'setara', 'dengan', 'rp', 'miliar']","['fakta', 'menarik', 'situs', 'web', 'membagikan', 'bitcoin', 'gratis', 'pengunjung', 'btc', 'setara', 'rp', 'miliar']","['fakta', 'tarik', 'situs', 'web', 'bagi', 'bitcoin', 'gratis', 'unjung', 'btc', 'tara', 'rp', 'miliar']"
BTC e adalah salah satu exchange legendaris di dunia yg berasal dari Rusia Saat MtGox jatuh BTC e jadi satu nya opsi tempat jual beli Bitcoin yg bisa diakses dari seluruh dunia Pilihan depo wd fiat kala itu menggunakan Western Union Perfect Money dan voucher Pendaftaran,btc e adalah salah satu exchange legendaris di dunia yg berasal dari rusia saat mtgox jatuh btc e jadi satu nya opsi tempat jual beli bitcoin yg bisa diakses dari seluruh dunia pilihan depo wd fiat kala itu menggunakan western union perfect money dan voucher pendaftaran,"['btc', 'e', 'adalah', 'salah', 'satu', 'exchange', 'legendaris', 'di', 'dunia', 'yg', 'berasal', 'dari', 'rusia', 'saat', 'mtgox', 'jatuh', 'btc', 'e', 'jadi', 'satu', 'nya', 'opsi', 'tempat', 'jual', 'beli', 'bitcoin', 'yg', 'bisa', 'diakses', 'dari', 'seluruh', 'dunia', 'pilihan', 'depo', 'wd', 'fiat', 'kala', 'itu', 'menggunakan', 'western', 'union', 'perfect', 'money', 'dan', 'voucher', 'pendaftaran']","['btc', 'e', 'adalah', 'salah', 'satu', 'exchange', 'legendaris', 'di', 'dunia', 'yang', 'berasal', 'dari', 'rusia', 'saat', 'mtgox', 'jatuh', 'btc', 'e', 'jadi', 'satu', 'nya', 'opsi', 'tempat', 'jual', 'beli', 'bitcoin', 'yang', 'bisa', 'diakses', 'dari', 'seluruh', 'dunia', 'pilihan', 'depo', 'wd', 'fiat', 'kala', 'itu', 'menggunakan', 'western', 'union', 'perfect', 'money', 'dan', 'voucher', 'pendaftaran']","['btc', 'e', 'salah', 'exchange', 'legendaris', 'dunia', 'berasal', 'rusia', 'mtgox', 'jatuh', 'btc', 'e', 'nya', 'opsi', 'jual', 'beli', 'bitcoin', 'diakses', 'dunia', 'pilihan', 'depo', 'wd', 'fiat', 'western', 'union', 'perfect', 'money', 'voucher', 'pendaftaran']","['btc', 'e', 'salah', 'exchange', 'legendaris', 'dunia', 'asal', 'rusia', 'mtgox', 'jatuh', 'btc', 'e', 'nya', 'opsi', 'jual', 'beli', 'bitcoin', 'akses', 'dunia', 'pilih', 'depo', 'wd', 'fiat', 'western', 'union', 'perfect', 'money', 'voucher', 'daftar']"
GM Briefing Bitcoin naik ke K CPI naik Core Naik adalah tanda bahwa inflasi tidak akan ke new inflation target akan berubah jadi dan banyak negara akan mengikuti CPI naik tapi DXY rontok adalah tanda strategi Fed gagal dalam mengembalikan inflasi ke RSI,gm briefing bitcoin naik ke k cpi naik core naik adalah tanda bahwa inflasi tidak akan ke new inflation target akan berubah jadi dan banyak negara akan mengikuti cpi naik tapi dxy rontok adalah tanda strategi fed gagal dalam mengembalikan inflasi ke rsi,"['gm', 'briefing', 'bitcoin', 'naik', 'ke', 'k', 'cpi', 'naik', 'core', 'naik', 'adalah', 'tanda', 'bahwa', 'inflasi', 'tidak', 'akan', 'ke', 'new', 'inflation', 'target', 'akan', 'berubah', 'jadi', 'dan', 'banyak', 'negara', 'akan', 'mengikuti', 'cpi', 'naik', 'tapi', 'dxy', 'rontok', 'adalah', 'tanda', 'strategi', 'fed', 'gagal', 'dalam', 'mengembalikan', 'inflasi', 'ke', 'rsi']","['gm', 'briefing', 'bitcoin', 'naik', 'ke', 'ke', 'cpi', 'naik', 'core', 'naik', 'adalah', 'tanda', 'bahwa', 'inflasi', 'tidak', 'akan', 'ke', 'new', 'inflation', 'target', 'akan', 'berubah', 'jadi', 'dan', 'banyak', 'negara', 'akan', 'mengikuti', 'cpi', 'naik', 'tapi', 'dxy', 'rontok', 'adalah', 'tanda', 'strategi', 'fed', 'gagal', 'dalam', 'mengembalikan', 'inflasi', 'ke', 'rsi']","['gm', 'briefing', 'bitcoin', 'cpi', 'core', 'tanda', 'inflasi', 'new', 'inflation', 'target', 'berubah', 'negara', 'mengikuti', 'cpi', 'dxy', 'rontok', 'tanda', 'strategi', 'fed', 'gagal', 'mengembalikan', 'inflasi', 'rsi']","['gm', 'briefing', 'bitcoin', 'cpi', 'core', 'tanda', 'inflasi', 'new', 'inflation', 'target', 'ubah', 'negara', 'ikut', 'cpi', 'dxy', 'rontok', 'tanda', 'strategi', 'fed', 'gagal', 'kembali', 'inflasi', 'rsi']"
X yoga X Bitcoin,x yoga x bitcoin,"['x', 'yoga', 'x', 'bitcoin']","['kali', 'yoga', 'kali', 'bitcoin']","['kali', 'yoga', 'kali', 'bitcoin']","['kali', 'yoga', 'kali', 'bitcoin']"
Plume x Mercado Bitcoin Plume partnership dengan Mercado Bitcoin untuk men tokenisasi M aset nyata Brasil dari pinjaman konsumen hingga utang korporasi Small Businesses Tokenisasi aset faktur peralatan untuk pinjaman instan Investors Hasilkan yield dari,plume x mercado bitcoin plume partnership dengan mercado bitcoin untuk men tokenisasi m aset nyata brasil dari pinjaman konsumen hingga utang korporasi small businesses tokenisasi aset faktur peralatan untuk pinjaman instan investors hasilkan yield dari,"['plume', 'x', 'mercado', 'bitcoin', 'plume', 'partnership', 'dengan', 'mercado', 'bitcoin', 'untuk', 'men', 'tokenisasi', 'm', 'aset', 'nyata', 'brasil', 'dari', 'pinjaman', 'konsumen', 'hingga', 'utang', 'korporasi', 'small', 'businesses', 'tokenisasi', 'aset', 'faktur', 'peralatan', 'untuk', 'pinjaman', 'instan', 'investors', 'hasilkan', 'yield', 'dari']","['plume', 'kali', 'mercado', 'bitcoin', 'plume', 'partnership', 'dengan', 'mercado', 'bitcoin', 'untuk', 'men', 'tokenisasi', 'sama', 'aset', 'nyata', 'brasil', 'dari', 'pinjaman', 'konsumen', 'hingga', 'utang', 'korporasi', 'small', 'businesses', 'tokenisasi', 'aset', 'faktur', 'peralatan', 'untuk', 'pinjaman', 'instan', 'investors', 'hasilkan', 'yield', 'dari']","['plume', 'kali', 'mercado', 'bitcoin', 'plume', 'partnership', 'mercado', 'bitcoin', 'men', 'tokenisasi', 'aset', 'nyata', 'brasil', 'pinjaman', 'konsumen', 'utang', 'korporasi', 'small', 'businesses', 'tokenisasi', 'aset', 'faktur', 'peralatan', 'pinjaman', 'instan', 'investors', 'hasilkan', 'yield']","['plume', 'kali', 'mercado', 'bitcoin', 'plume', 'partnership', 'mercado', 'bitcoin', 'men', 'tokenisasi', 'aset', 'nyata', 'brasil', 'pinjam', 'konsumen', 'utang', 'korporasi', 'small', 'businesses', 'tokenisasi', 'aset', 'faktur', 'alat', 'pinjam', 'instan', 'investors', 'hasil', 'yield']"
G Ham,g ham,"['g', 'ham']","['enggak', 'ham']",['ham'],['ham']
Ini tebakan gua soal Altseason terupdate skenario nya gimana Altseason itu ada tapi ini syarat Trigger nya Bitcoin turun dalam sekitar dari harga ATH di ikuti BTC D yang turun jadi kalau BTC turun tapi dom naik itu artinya masih sangat jauh dari Altseason,ini tebakan gua soal altseason terupdate skenario nya gimana altseason itu ada tapi ini syarat trigger nya bitcoin turun dalam sekitar dari harga ath di ikuti btc d yang turun jadi kalau btc turun tapi dom naik itu artinya masih sangat jauh dari altseason,"['ini', 'tebakan', 'gua', 'soal', 'altseason', 'terupdate', 'skenario', 'nya', 'gimana', 'altseason', 'itu', 'ada', 'tapi', 'ini', 'syarat', 'trigger', 'nya', 'bitcoin', 'turun', 'dalam', 'sekitar', 'dari', 'harga', 'ath', 'di', 'ikuti', 'btc', 'd', 'yang', 'turun', 'jadi', 'kalau', 'btc', 'turun', 'tapi', 'dom', 'naik', 'itu', 'artinya', 'masih', 'sangat', 'jauh', 'dari', 'altseason']","['ini', 'tebakan', 'gua', 'soal', 'altseason', 'terupdate', 'skenario', 'nya', 'bagaimana', 'altseason', 'itu', 'ada', 'tapi', 'ini', 'syarat', 'trigger', 'nya', 'bitcoin', 'turun', 'dalam', 'sekitar', 'dari', 'harga', 'ath', 'di', 'ikuti', 'btc', 'di', 'yang', 'turun', 'jadi', 'kalau', 'btc', 'turun', 'tapi', 'dom', 'naik', 'itu', 'artinya', 'masih', 'sangat', 'jauh', 'dari', 'altseason']","['tebakan', 'gua', 'altseason', 'terupdate', 'skenario', 'nya', 'altseason', 'syarat', 'trigger', 'nya', 'bitcoin', 'turun', 'harga', 'ath', 'ikuti', 'btc', 'turun', 'btc', 'turun', 'dom', 'altseason']","['tebak', 'gua', 'altseason', 'terupdate', 'skenario', 'nya', 'altseason', 'syarat', 'trigger', 'nya', 'bitcoin', 'turun', 'harga', 'ath', 'ikut', 'btc', 'turun', 'btc', 'turun', 'dom', 'altseason']"
