stemming,inset,nilai_inset,matched_words
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['gm', 'daily', 'news', 'update', 'january', 'bitcoin', 'tahan', 'investor', 'optimis', 'harga', 'bitcoin', 'bangkit', 'dolar', 'lemah', 'pasar', 'suka', 'agenda', 'trump', 'cadang', 'bitcoin']",positive,1,"tahan(1.0), harga(3.0), bangkit(2.0), lemah(5.0), suka(3.0), cadang(2.0)"
"['gm', 'bitcoin', 'rangkak', 'garis', 'liquidity', 'rrp', 'turun', 'bawah', 'milyar', 'umum', 'tunjuk', 'ketua', 'sec', 'ring', 'bitcoin', 'artinnya', 'uyeda', 'suka', 'pasar', 'crypto', 'baca', 'meme', 'aju', 'etf', 'rsi']",positive,1,"garis(-3.0), turun(1.0), umum(1.0), suka(3.0), baca(3.0), aju(-3.0)"
"['top', 'paises', 'con', 'mas', 'btc', 'china', 'btc', 'uk', 'btc', 'ukraine', 'btc', 'bhutan', 'btc']",positive,1,top(5.0)
"['sabar', 'coming']",positive,1,sabar(5.0)
"['bitcoin', 'agaciro', 'billion', 'elon', 'musk', 'nih', 'umwe', 'mu', 'bashoramari', 'bakomeye', 'b', 'ifaranga', 'ry', 'ikorabuhanga', 'rizwi', 'nka', 'btc', 'bitcoin', 'muri', 'ikigo', 'ayobora', 'cyatsngarije', 'ikinyamakuru', 'cya', 'bbc', 'cyashoye', 'muri', 'btc', 'billion', 'binyuze', 'muri', 'elon', 'musk', 'nih', 'naha', 'ndoreje', 'nih', 'uwahe']",negative,-1,
"['dog', 'bitcoin', 'lua']",negative,-1,
"['keya', 'ya', 'best', 'playing', 'ha', 'ya', 'nih']",positive,1,"ya(4.0), ya(4.0)"
"['bitcoin', 'executive', 'order', 'teliti', 'lemah', 'dasar', 'hukum', 'batal', 'adil', 'presiden', 'bitcoin', 'act', 'senator', 'cynthia', 'lummis']",positive,1,"lemah(5.0), hukum(3.0), batal(-5.0), adil(4.0), presiden(3.0)"
"['hear', 'baby', 'barron', 'poe', 'ether', 'yourpop', 'clrnagjcfhfhebtauj', 'ybnbd', 'srqwflgqztpnejmpump']",positive,1,baby(2.0)
"['pikir', 'positif', 'trump', 'mention', 'bitcoin', 'crypto', 'pidato', 'lantik', 'omong', 'retail', 'fomo', 'duluan', 'institusi', 'state', 'exit', 'liquidity', 'kemarin', 'market', 'libur', 'retail', 'exit', 'liquidity']",positive,1,"pikir(1.0), positif(4.0), lantik(3.0), omong(-4.0), duluan(2.0), libur(3.0)"
"['selamat', 'pagi', 'pagi', 'ldo', 'alami', 'naik', 'ikut', 'aave', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['gm', 'bitcoin', 'lantik', 'trump', 'pump', 'tiongkok', 'bukti', 'jam', 'pump', 'jam', 'tiongkok', 'jam', 'sorr', 'keppres', 'ramah', 'kripto', 'nanti', 'khawatir', 'rsi']",positive,1,"lantik(3.0), bukti(-3.0), ramah(5.0), nanti(-2.0), khawatir(1.0)"
"['utah', 'bitcoin']",negative,-1,
"['follow', 'tylee', 'ex', 'cqyrbharzq', 'lu', 'zjxka', 'wpj', 'qq', 'byjd', 'nyrwr', 'xvj', 'going', 'pakai', 'proud', 'gme', 'amc']",positive,1,"ex(-1.0), proud(5.0)"
"['utah', 'introduces', 'sabar', 'bill']",positive,1,sabar(5.0)
"['trump', 'bitcoin', 'orang', 'crypto', 'pidato', 'nya', 'tanda', 'teman', 'teman', 'ya']",positive,1,"tanda(-2.0), ya(4.0)"
"['tidur', 'summarize', 'trump', 'omong', 'apa', 'bitcoin']",negative,-1,"tidur(3.0), omong(-4.0), apa(-3.0)"
"['tunggu', 'trump', 'mention', 'bitcoin', 'crypto', 'pidato', 'aliyah']",positive,1,tunggu(1.0)
"['sayang', 'bitcoin', 'orange', 'man']",positive,1,"sayang(3.0), man(-1.0)"
"['turun', 'signifikan', 'bitcoin', 'dominance']",positive,1,turun(1.0)
"['bitcoin', 'sih', 'ya', 'kayak']",positive,1,"ya(4.0), kayak(-3.0)"
"['halo', 'bone', 'gang']",negative,-1,"halo(1.0), gang(-4.0)"
"['tanggal', 'lantik', 'trump', 'bitcoin', 'tembus', 'new', 'ath', 'altcoins', 'masuk', 'mode', 'gocek', 'timeframe', 'jam', 'turun', 'libas', 'candle']",negative,-1,"tanggal(-4.0), lantik(3.0), tembus(3.0), masuk(-3.0), turun(1.0)"
"['mayoritas', 'token', 'meme', 'token', 'ico', 'banyak', 'token', 'nilai', 'instrinsik', 'beda', 'bitcoin', 'dasar', 'nilai', 'serah', 'developer', 'cetak', 'direlease', 'market', 'harga', 'bentuk', 'proses', 'demand', 'supply']",positive,1,"banyak(3.0), nilai(5.0), beda(-2.0), nilai(5.0), serah(2.0), harga(3.0), bentuk(4.0), proses(1.0)"
"['sambut', 'bitcoin', 'malam', 'aliyah']",positive,1,"sambut(3.0), malam(-1.0)"
"['wow', 'umum', 'umum', 'harga', 'bitcoin', 'sentuh', 'ath', 'nilai', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), sentuh(1.0), nilai(5.0), yuk(4.0), cek(-4.0)"
"['mantab', 'cui', 'tembus', 'new', 'ath']",positive,1,tembus(3.0)
"['bitcoin', 'ath', 'artikel', 'minggu', 'judul', 'bitcoin', 'ath', 'tunda', 'gara', 'gosheng', 'bilang', 'stimulus', 'cair', 'cair', 'today', 'salah', 'analisa', 'salah', 'go', 'sheng', 'wa', 'nya', 'wa', 'staycation', 'st', 'regis', 'jakarta']",negative,-1,"artikel(-4.0), judul(2.0), gara(-4.0), cair(-1.0), cair(-1.0), salah(-4.0), salah(-4.0)"
"['candle', 'bitcoin', 'buset', 'aliyah']",negative,-1,
"['selamat', 'pagi', 'pagi', 'link', 'alami', 'naik', 'ikut', 'tel', 'naik', 'kali', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['bitcoin', 'strategic', 'reserve', 'ki', 'baat', 'hui', 'thi', 'yeh', 'pariwarik', 'memecoin', 'launching', 'ho', 'gyi']",negative,-1,
"['gm', 'bitcoin', 'capai', 'langsung', 'jatuh', 'garis', 'cocok', 'kunci', 'retail', 'curi', 'start', 'senin', 'libur', 'senin', 'curi', 'start', 'orang', 'lantik', 'trump', 'beda', 'nanti', 'pasar']",positive,1,"capai(4.0), langsung(3.0), jatuh(1.0), garis(-3.0), cocok(4.0), kunci(3.0), curi(-5.0), libur(3.0), curi(-5.0), lantik(3.0), beda(-2.0), nanti(-2.0)"
"['trump', 'melania', 'bitcoin', 'kaspa']",negative,-1,
"['cmc', 'trump', 'melania', 'bitcoin']",negative,-1,
"['noise', 'tl', 'bikin', 'tangan', 'lemah', 'getar', 'bingung', 'bull', 'market', 'lu', 'rugi', 'please', 'rethink', 'decision', 'life', 'safe', 'play', 'dca', 'bitcoin', 'siapin', 'exit', 'plan', 'iya', 'juta', 'lu', 'gamungkin', 'enggak bisa', 'juta']",negative,-1,"tangan(1.0), lemah(5.0), getar(1.0), rugi(-5.0), please(-3.0), life(-2.0), juta(2.0), gamungkin(-3.0), juta(2.0)"
"['berita', 'menit', 'trump', 'world', 'liberty', 'financial', 'beli', 'eth', 'hold', 'eth', 'saylor', 'clue', 'beli', 'bitcoin', 'trump', 'lemah', 'momentum']",positive,1,"berita(-4.0), beli(2.0), beli(2.0), lemah(5.0), momentum(3.0)"
"['corn', 'retroactive', 'airdrop', 'btc', 'nganggur', 'stake', 'airdrop', 'corn', 'kenal', 'use', 'corn', 'network', 'bangun', 'btcfi', 'bitcoin', 'finance', 'invest', 'binancelabs', 'okx', 'ventures', 'amp', 'vc', 'total', 'raised', 'fund']",negative,-1,"nganggur(-3.0), kenal(3.0)"
"['nmekumbuka', 'kuna', 'time', 'tulikua', 'tunangoja', 'etf', 'bitcoin', 'sec', 'si', 'twitter', 'account', 'hacked', 'nya', 'wakapost', 'etfs', 'approved', 'sok', 'ikacause', 'volatility', 'mimi', 'niliona', 'hii', 'tweet', 'ya', 'trump', 'kitu', 'ilikuja', 'mind', 'nih', 'ile', 'story', 'ya', 'sec', 'mii', 'nkalenga', 'nkidhani', 'nih']",positive,1,"hii(3.0), ya(4.0), ya(4.0)"
"['bukti', 'bohong', 'craig', 'wright', 'cipta', 'bitcoin', 'palsu', 'jatuh', 'hukum', 'penjara', 'craig', 'wright', 'ilmuwan', 'komputer', 'aku', 'satoshi', 'nakamoto', 'cipta', 'bitcoin', 'nyata', 'salah', 'sidang', 'adil', 'inggris', 'copa', 'hasil']",positive,1,"bukti(-3.0), bohong(-5.0), jatuh(1.0), hukum(3.0), penjara(-4.0), aku(2.0), nyata(4.0), salah(-4.0), sidang(1.0), adil(4.0), hasil(3.0)"
"['beli', 'bitcoin', 'pucuk']",positive,1,beli(2.0)
"['artikel', 'tren', 'bitcoin', 'januari', 'terbit', 'harga', 'rupiah', 'akses', 'berat', 'versi', 'gratis', 'tunggu', 'minko', 'upload', 'dalam', 'analisa', 'lantik', 'donald', 'trump', 'bitcoin', 'kan', 'selamat', 'baca', 'baca']",positive,1,"artikel(-4.0), tren(-2.0), harga(3.0), akses(2.0), gratis(4.0), tunggu(1.0), dalam(3.0), lantik(3.0), selamat(5.0), baca(3.0), baca(3.0)"
"['selamat', 'pagi', 'pagi', 'hbar', 'alami', 'naik', 'ikut', 'algo', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['terrimccarter', 'indianagpa', 'ambientarthur', 'trump', 'salty', 'air', 'jennyannehannon', 'busydad', 'hypemasterflex', 'gelisa', 'korn', 'gravellmichael', 'jimbrubaker', 'bluebellmonkey', 'leeannsays', 'livelaughdad', 'scriptursuccess', 'turbobazooka', 'triad', 'trends', 'meme', 'ftt', 'redpillednurse', 'libertyshindig', 'julieonx', 'jimmythecoach', 'camilla', 'binks', 'break', 'bad', 'anthonyloiacon', 'jeremiahod', 'mcva', 'gwehunt', 'jeffbroussely', 'goldenmom', 'traceoftime', 'normalgaypsych', 'pjasontreat', 'orange']",negative,-1,"air(-1.0), bad(-4.0)"
"['gm', 'moo', 'deng', 'ethmoodengfan']",negative,-1,
"['hii', 'mwaka', 'nafaa', 'niupgrage', 'lap', 'nishike', 'simu', 'mpya', 'nishike', 'bitcoin', 'ninunue', 'luku', 'pesa', 'ikibaki', 'ninunue', 'si', 'nya', 'venye', 'mpesa', 'hal', 'sih', 'hal', 'cooked']",negative,-1,"hii(3.0), lap(-5.0)"
"['ya', 'link', 'kaito', 'pengu', 'bitcoin']",positive,1,ya(4.0)
"['harga', 'halving', 'sejarah', 'bohong']",negative,-1,"harga(3.0), bohong(-5.0)"
"['kasih', 'strategi', 'teman', 'strategi', 'profit', 'market', 'trading', 'dekat', 'analisa', 'beda', 'matematika', 'bitcoin', 'chain', 'analysis', 'macro', 'amp', 'liquidity', 'analisa', 'teknikal', 'cyclical', 'social', 'sentiment', 'kali', 'ct', 'call']",positive,1,"kasih(2.0), profit(4.0), dekat(1.0), beda(-2.0)"
"['oscardarmawan', 'kripto', 'investasi', 'gigi', 'ente', 'tokai', 'ente', 'omong', 'pas', 'kripto', 'jatuh', 'jurang', 'ente', 'kemane', 'bitcoin', 'lu', 'ngumpet', 'kandang', 'onta']",negative,-1,"omong(-4.0), pas(3.0), jatuh(1.0)"
"['guys', 'tau', 'projek', 'oridnox', 'odxlabs', 'tukar', 'aset', 'bitcoin', 'runes', 'langsung', 'usdc', 'antara', 'platform', 'aman', 'ordinoxindo', 'swap', 'lintas', 'chain']",positive,1,"guys(1.0), tau(-4.0), tukar(1.0), langsung(3.0)"
"['bitcoin', 'lonjak', 'us', 'dorong', 'utama', 'lonjak', 'harga', 'kripto', 'gemilang', 'bitcoin', 'btc', 'harga', 'lampau', 'us', 'kapital', 'pasar', 'kripto', 'capai', 'us', 'triliun', 'lonjak', 'dorong', 'adopsi']",positive,1,"harga(3.0), harga(3.0), capai(4.0)"
"['bitcoin', 'strategic', 'reserve', 'amerika', 'beli', 'bitcoin', 'duit', 'full', 'video']",positive,1,beli(2.0)
"['selamat', 'pagi', 'pagi', 'xdc', 'alami', 'naik', 'ikut', 'algo', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['ketua', 'dpr', 'mike', 'johnson', 'tuju', 'batas', 'plafon', 'utang', 'bank', 'bangkrut', 'svb', 'bank', 'bangkrut', 'bitcoin', 'capek', 'kontrol', 'curiga', 'elit', 'sentuh', 'transaksi', 'masak', 'ob', 'segitu', 'transaksi']",negative,-1,"tuju(3.0), batas(-3.0), utang(-4.0), bangkrut(-5.0), bangkrut(-5.0), capek(4.0), curiga(1.0), sentuh(1.0), transaksi(4.0), masak(2.0), segitu(-3.0), transaksi(4.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['malaysia', 'fokus', 'ajar', 'bitcoin', 'amp', 'blockchain', 'bank', 'sentral', 'amp', 'departemen', 'uang', 'lengkap']",positive,1,"fokus(3.0), ajar(1.0), lengkap(2.0)"
"['bitcoin', 'buy', 'kaspa']",negative,-1,
"['gm', 'bitcoin', 'tembus', 'core', 'inflasi', 'turun', 'fed', 'hawkish', 'hawkish', 'kerdil', 'liquidity', 'core', 'fed', 'pause', 'fomc', 'retail', 'sales', 'claim', 'data', 'nahb', 'jam', 'bahas', 'ta', 'subs', 'rsi']",negative,-1,"tembus(3.0), turun(1.0), claim(-3.0), data(-3.0), bahas(2.0), ta(-3.0)"
"['bull', 'run', 'kali', 'lead', 'xrp', 'bitcoin', 'amp', 'ethereum']",negative,-1,
['hello'],positive,1,hello(2.0)
"['gm', 'bobros']",negative,-1,
['alhamdulillah'],positive,1,alhamdulillah(5.0)
['alhamdulillah'],positive,1,alhamdulillah(5.0)
"['bacotanbacotan', 'cantik', 'bbc', 'banget', 'conviction', 'plan', 'atur', 'risk', 'management', 'conviction', 'end', 'februari', 'fase', 'price', 'discovery', 'bitcoin', 'ikut', 'altcoins', 'gua', 'exposed', 'market', 'zoom']",positive,1,"cantik(2.0), banget(1.0), atur(4.0), ikut(-3.0), gua(-3.0)"
"['face', 'face', 'good', 'company', 'cbn', 'deqwho', 'trr', 'srmepphqdw', 'pslc', 'tqwrjpjypump', 'twitter', 'page', 'thisiscompany']",positive,1,"good(5.0), page(2.0)"
['vs'],negative,-1,
"['tau', 'kiblat', 'xrp', 'bitcoin']",negative,-1,tau(-4.0)
"['bitcoin', 'bang', 'bang']",negative,-1,
"['tweet', 'negara', 'lomba', 'beli', 'bitcoin', 'next', 'leg', 'bull', 'run', 'trump', 'amp', 'us', 'start', 'buying', 'ripple', 'effect', 'negara']",negative,-1,"beli(2.0), next(-2.0)"
"['pandang', 'saifedean', 'ammous', 'saifedean', 'bitcoin', 'standard', 'tulis', 'cabar', 'salah', 'tanggap', 'bahawa', 'wang', 'sifat', 'deflasi', 'sebab', 'orang', 'henti', 'belanja', 'sepenuh', 'ringkas', 'pandang', 'beliau']",negative,-1,"pandang(1.0), cabar(-4.0), salah(-4.0), tanggap(3.0), sebab(3.0), henti(-4.0), belanja(2.0), ringkas(-2.0), pandang(1.0)"
"['doubt', 'lihat', 'fundamental', 'daftar', 'negara', 'jadi', 'bitcoin', 'devisa', 'negara', 'united', 'states', 'btc', 'china', 'btc', 'united', 'kingdom', 'btc', 'ukraina', 'btc', 'bhutan', 'btc', 'el', 'salvador', 'btc', 'venezuela', 'btc']",negative,-1,"lihat(3.0), fundamental(-4.0), daftar(1.0), jadi(1.0), el(-3.0)"
"['proposed', 'several', 'months', 'ago', 'agencies', 'including', 'security', 'treasury', 'bank', 'negara', 'study', 'malaysia', 'explore', 'sok', 'left', 'behind', 'cuba', 'bayang', 'hidup', 'orang', 'nih', 'anti', 'bitcoin', 'amp', 'crypto', 'malu', 'gila', 'babi']",positive,1,"bayang(2.0), hidup(2.0), anti(-2.0), malu(2.0), gila(3.0), babi(-4.0)"
['malaysia'],negative,-1,
"['randomhistoryg', 'jom', 'bina', 'train', 'khas', 'bitcoin', 'malaya', 'bulan', 'lepas', 'tengok', 'chart', 'bitcoin', 'hari', 'takde', 'duit', 'emis', 'bluetick', 'kat', 'twitter']",positive,1,"khas(4.0), bulan(-1.0), lepas(-2.0), tengok(2.0)"
"['orang', 'pegang', 'bitcoin', 'perintah', 'pegang', 'bitcoin', 'tau', 'yuk', 'cari', 'tau']",negative,-1,"pegang(-2.0), pegang(-2.0), tau(-4.0), yuk(4.0), cari(-3.0), tau(-4.0)"
"['bitcoin', 'drawdown', 'bouncing', 'kuat', 'angka', 'data', 'funding', 'late', 'shorter', 'telat', 'masuk', 'drawdown', 'knows', 'trump', 'lantik', 'tanggal', 'januari', 'either', 'sell', 'news', 'orang']",negative,-1,"kuat(2.0), data(-3.0), telat(-5.0), masuk(-3.0), lantik(3.0), tanggal(-4.0)"
"['gelo', 'negara', 'nya', 'nayib', 'bukele', 'adopsi', 'bitcoin', 'cycle', 'kemarin', 'action', 'gabanyak', 'janji', 'janji', 'manis', 'kayak', 'orang', 'orang', 'amerika', 'ikut', 'kembang', 'el', 'savador', 'mining', 'nya', 'pakai', 'tenaga', 'gunung', 'rap', 'gila']",positive,1,"gelo(-2.0), manis(5.0), kayak(-3.0), ikut(-3.0), kembang(3.0), el(-3.0), tenaga(3.0), gila(3.0)"
"['free', 'idr', 'juta', 'tebak', 'bottom', 'bitcoin', 'bom', 'next', 'rally', 'syarat', 'repost', 'tweetnya', 'follow', 'alexjrmndr', 'follow', 'coinexindonesia', 'tulis', 'angka', 'prediction', 'usd', 'contoh', 'btc', 'save', 'gua', 'bagi', 'hadiah', 'ya', 'bagi']",positive,1,"free(3.0), juta(2.0), tebak(3.0), bom(1.0), next(-2.0), gua(-3.0), bagi(2.0), hadiah(4.0), ya(4.0), bagi(2.0)"
"['breaking', 'microstrategy', 'milik', 'michael', 'saylor', 'beli', 'bitcoin', 'nila', 'juta', 'rp', 'triliun', 'rasa', 'tuh', 'serok', 'induk', 'whale', 'kasih', 'diskon', 'koar', 'nya', 'buy', 'dca']",positive,1,"milik(1.0), beli(2.0), nila(2.0), juta(2.0), rasa(-2.0), kasih(2.0), diskon(2.0)"
"['gm', 'bitcoin', 'gm', 'icp', 'gm', 'ethereum', 'gm', 'solana', 'gm', 'ton', 'gm']",negative,-1,
"['komplain', 'ceo', 'bitcoin', 'aliyah']",negative,-1,
"['kripto', 'bitcoin', 'btcusd', 'retest', 'level', 'kali']",negative,-1,
"['bitcoin', 'dump', 'like', 'iykyk']",negative,-1,
"['bitcoin', 'koreksi', 'monthly', 'closing', 'kemarin', 'shooting', 'star', 'fud', 'doj', 'jual', 'bitcoin', 'us', 'ya', 'yield', 'pumping', 'like', 'crazy', 'tinggi', 'nov', 'dxy', 'strong', 'dana', 'cash', 'henti', 'money', 'market', 'fund', 'b', 'ath', 'ekspektasi', 'inflasi']",positive,1,"jual(1.0), ya(4.0), tinggi(3.0), dana(4.0), cash(2.0), henti(-4.0)"
"['long', 'ya', 'nasip']",positive,1,ya(4.0)
"['gm', 'tritu', 'fam']",negative,-1,
"['bitcoin', 'tenang']",positive,1,tenang(5.0)
"['trader', 'kripto', 'bitcoin', 'btcusd', 'tunggu', 'lantik', 'trump', 'harap', 'skenario', 'diambrolin', 'lantik', 'naik', 'seuprit', 'posisi', 'anything', 'happen', 'market']",positive,1,"tunggu(1.0), lantik(3.0), harap(3.0), lantik(3.0), naik(1.0)"
"['baca', 'update', 'crypto', 'menit', 'lupa', 'follow', 'like', 'amp', 'repost', 'microstrategy', 'beli', 'bitcoin', 'scott', 'bessent', 'milik', 'etf', 'bitcoin', 'blackrock', 'tge', 'anime', 'azuki', 'januari', 'suplai', 'b', 'harga', 'azuki', 'nfts', 'azuki']",positive,1,"baca(3.0), lupa(1.0), beli(2.0), milik(1.0), suplai(2.0), harga(3.0)"
"['yunepto', 'salah', 'semangat', 'lahir', 'bitcoin', 'peer', 'peer', 'electronic', 'cash', 'system', 'sistem', 'jalan', 'genesis', 'block', 'bitcoin', 'januari', 'idealisme', 'bangun', 'trustless', 'mana', 'fee', 'nikmat']",negative,-1,"salah(-4.0), semangat(4.0), lahir(3.0), cash(2.0), sistem(-4.0), block(-4.0), nikmat(3.0)"
"['bitcoin', 'butuh', 'regulasi']",negative,-1,butuh(-5.0)
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['gm', 'sabtu', 'selow', 'minggu', 'curi', 'start', 'senin', 'data', 'data', 'bitcoin', 'musuh', 'umum', 'beli', 'dasar', 'jadwal', 'baru', 'tiongkok', 'wita', 'candle', 'doji']",negative,-1,"curi(-5.0), data(-3.0), data(-3.0), musuh(-4.0), umum(1.0), beli(2.0)"
"['jelas', 'mudah', 'erti', 'bitcoin', 'nih', 'guys', 'moga', 'manfaat']",positive,1,"jelas(1.0), mudah(4.0), erti(2.0), guys(1.0), moga(1.0), manfaat(5.0)"
"['oscardarmawan', 'proses', 'bayar', 'pakai', 'bitcoin', 'beli', 'bitcoin', 'pakai', 'rupiah', 'cex', 'pajak', 'ambil', 'bayar', 'pakai', 'bitcoin', 'bitcoin', 'jual', 'indodax', 'transfer', 'hotel', 'bentuk', 'rupiah', 'pajak', 'ambil', 'hotel', 'terima', 'bayar']",negative,-1,"proses(1.0), bayar(1.0), beli(2.0), pajak(-3.0), ambil(-5.0), bayar(1.0), jual(1.0), hotel(1.0), bentuk(4.0), pajak(-3.0), ambil(-5.0), hotel(1.0), terima(2.0), bayar(1.0)"
"['mangatoeth', 'base', 'abstractchain', 'monad', 'xyz', 'bitcoin', 'berachain', 'kabu', 'kali', 'ruyui', 'two', 'cooking']",negative,-1,
"['ojk', 'ayok', 'delist', 'bitcoin', 'canda']",negative,-1,canda(-3.0)
"['warum', 'darum']",negative,-1,
"['entered', 'trending', 'juju', 'realcto', 'juju', 'liq', 'mc']",negative,-1,
"['thailand', 'phuket', 'uji', 'coba', 'terima', 'bayar', 'pakai', 'bitcoin', 'indodax', 'pulau', 'bal', 'project', 'bitislands', 'hotel', 'resto', 'terima', 'bitcoin', 'mata', 'uang', 'rupiah', 'tutup', 'perintah', 'perihal']",positive,1,"uji(1.0), coba(2.0), terima(2.0), bayar(1.0), hotel(1.0), terima(2.0), mata(-2.0), tutup(-2.0)"
"['video', 'satsvsfiat', 'bersubtitle', 'bahasa', 'indonesia', 'dunia', 'arah', 'salah', 'biaya', 'tingkat', 'standar', 'turun', 'ketidakstabilan', 'tingkat', 'akar', 'sebab', 'rusak', 'uang', 'ajar']",positive,1,"bahasa(-4.0), dunia(1.0), arah(1.0), salah(-4.0), tingkat(1.0), standar(-2.0), turun(1.0), tingkat(1.0), akar(2.0), sebab(3.0), rusak(3.0), ajar(1.0)"
"['eksperimen', 'beli', 'meme', 'populer', 'shib', 'doge', 'pepe', 'meme', 'koin', 'posisi', 'lembah', 'nya', 'meme', 'jual', 'bitcoin', 'altcoin', 'modal', 'juta', 'total']",positive,1,"beli(2.0), populer(5.0), jual(1.0), modal(2.0), juta(2.0)"
"['kaspa', 'song']",negative,-1,
"['dapat', 'prediksi', 'ahli', 'bitcoin', 'bitwise', 'bitwise', 'bitcoin', 'milik', 'potensi', 'lampau', 'harga', 'prediksi', 'dasar', 'perintah', 'adopsi', 'strategi', 'cadang', 'bitcoin']",positive,1,"dapat(2.0), prediksi(3.0), milik(1.0), potensi(3.0), harga(3.0), prediksi(3.0), cadang(2.0)"
"['peran', 'risk', 'asset', 'milu', 'cenderung', 'tarik', 'milu', 'us', 'tepat', 'bitcoin', 'halving', 'data', 'ya', 'ambil', 'siklus', 'milu', 'mana']",negative,-1,"cenderung(-2.0), tarik(2.0), data(-3.0), ya(4.0), ambil(-5.0)"
"['performance', 'kakao', 'ripple', 'xrp', 'merval', 'bitcoin', 'kaffee', 'solana', 'msci', 'pakistan', 'ethereum', 'msci', 'israel', 'msci', 'singapore', 'taiex', 'gold', 'usd', 'nasdaq', 'si', 'amp', 'p', 'silber', 'usd']",negative,-1,
"['solv', 'protocol', 'solvprotocol', 'listing', 'exchange', 'global', 'let', 'si', 'deep', 'dive', 'protokol', 'bitcoinfi', 'tvl', 'nya', 'tara', 'aum', 'bitcoin', 'etf', 'amp', 'convertible', 'note', 'ala', 'mstr', 'catat', 'solv']",positive,1,tara(2.0)
"['nak', 'tengok', 'inflow', 'bitcoin', 'etf', 'future', 'tengok', 'gold', 'etf', 'launched', 'desup', 'institutional', 'investor', 'beli', 'diaorang', 'dana', 'hasil', 'collection', 'retail', 'investor']",positive,1,"tengok(2.0), tengok(2.0), beli(2.0), dana(4.0), hasil(3.0)"
"['lala', 'hapo', 'kabisa', 'nya', 'hujui', 'sai', 'bitcoin', 'moja', 'nih', 'ngapi']",negative,-1,
"['rekap', 'berita', 'kripto', 'minggu', 'pfak', 'lisensi', 'platform', 'kripto', 'dompet', 'ton', 'aman', 'nomor', 'bikin', 'penasaran', 'bitcoin', 'genesis', 'day', 'momen', 'sejarah', 'kripto', 'baca', 'nih']",negative,-1,"berita(-4.0), penasaran(-3.0), baca(3.0)"
"['bitcoin', 'apex', 'asset', 'apex', 'capital', 'markets', 'bitcoin', 'mstr']",negative,-1,
"['coba', 'doge', 'negative']",positive,1,coba(2.0)
"['fakta', 'kripto', 'kripto', 'kripto', 'aset', 'digital', 'bas', 'teknologi', 'blockchain', 'aman', 'desentralisasi', 'blockchain', 'teknologi', 'buku', 'digital', 'catat', 'transaksi', 'transparan', 'ubah', 'bitcoin', 'bitcoin']",positive,1,"fakta(-3.0), transaksi(4.0), transparan(3.0)"
"['labalabalbalala', 'tumurruw', 'lauf', 'entry']",negative,-1,
['vs'],negative,-1,
"['dorong', 'orang', 'beli', 'tahan', 'dorong', 'simpan', 'bitcoin', 'pensiun', 'senator', 'lummis']",negative,-1,"beli(2.0), tahan(1.0), simpan(-3.0), pensiun(-3.0)"
"['entered', 'trending', 'peperonitop', 'peperoni', 'liq', 'mc']",negative,-1,
"['king', 'cobra']",negative,-1,
"['meech', 'low', 'cap', 'ai', 'meta']",negative,-1,
"['iya', 'bitcoin']",negative,-1,
"['viral', 'meme', 'tg', 'quokkatg']",negative,-1,
